Designator,Mid X,Mid Y,Rotation,Layer
BT2,142.0425,-66.675,90.0,top
C1,133.35,-51.1375,90.0,top
C2,142.875,-59.552394,270.0,top
D2,123.825,-61.9125,180.0,top
J1,86.4854,-66.80835,0.0,top
J2,143.0375,-77.79125,90.0,top
J3,102.15,-20.83125,0.0,top
J6,88.88875,-60.8925,0.0,top
J7,106.20375,-64.43125,0.0,top
Q2,122.39375,-54.76875,90.0,top
R6,128.5875,-56.99125,90.0,top
SW1,85.27875,-22.5275,0.0,top
U4,140.49375,-52.3875,180.0,top
